  CROCUS    3790  3820     1    2018_01_25
*-----         LKr Crocus Reference Table
*-----      From run 3809 taken 2017_08_21, 50 bursts from 101-161 
*-----
*-----      Jurgen Engelfried, 29 November 2018
*-----                                                                
*-----     NCR  Unit    J  K    ix  iy   HITS-J   HITS-K     diff     
           273  1608    5 21    68 114     2448     2164      284.      67.9       4.2
           273  1608    6 22    68 113     2274     2104      170.      66.2       2.6
           273  1608    7 23    68 112     3006     2033      973.      71.0      13.7
           273  1608    8 24    69 119     1262     1070      192.      48.3       4.0
           273  1608    9 25    69 118     1678     1576      102.      57.0       1.8
           273  1608   10 26    69 117     1577     1597      -20.      56.3      -0.4
           273  1608   11 27    69 116     1708     1957     -249.      60.5      -4.1
           273  1608   12 28    69 115     1811     2045     -234.      62.1      -3.8
           273  1608   13 29    69 114     1759     1898     -139.      60.5      -2.3
           273  1608   14 30    69 113     2020     2001       19.      63.4       0.3
           273  1608   15 31    69 112     2302   169894  -167592.     415.0    -403.9
 
 >>Cream   274  1614    0 16    68 111     3318     2283     1035.      74.8      13.8
           274  1614    1 17    68 110     2663     2590       73.      72.5       1.0
           274  1614    2 18    68 109     2601     2789     -188.      73.4      -2.6
           274  1614    3 19    68 108     3486     3173      313.      81.6       3.8
           274  1614    4 20    68 107     3787     3508      279.      85.4       3.3
           274  1614    5 21    68 106     2732     3684     -952.      80.1     -11.9
           274  1614    6 22    68 105     3755     3587      168.      85.7       2.0
           274  1614    7 23    68 104     3623     6498    -2875.     100.6     -28.6
           274  1614    8 24    69 111     2380     3361     -981.      75.8     -12.9
           274  1614    9 25    69 110     5326     2763     2563.      89.9      28.5
           274  1614   10 26    69 109     2598     3177     -579.      76.0      -7.6
           274  1614   11 27    69 108    24059     2677    21382.     163.5     130.8
           274  1614   12 28    69 107     3253     3447     -194.      81.9      -2.4
           274  1614   13 29    69 106     3487     3065      422.      80.9       5.2
           274  1614   14 30    69 105    14347     8138     6209.     149.9      41.4
           274  1614   15 31    69 104     4471     3788      683.      90.9       7.5
 
 >>Cream   275  1618    0 16    68 103     4088     5171    -1083.      96.2     -11.3
           275  1618    1 17    68 102     4499     4906     -407.      97.0      -4.2
           275  1618    2 18    68 101     4694     6613    -1919.     106.3     -18.0
           275  1618    3 19    68 100     5133     4634      499.      98.8       5.0
           275  1618    4 20    68  99     5338   674702  -669364.     824.6    -811.7
           275  1618    5 21    68  98     5789     5632      157.     106.9       1.5
           275  1618    6 22    68  97     6472     5643      829.     110.1       7.5
           275  1618    7 23    68  96     6728     6357      371.     114.4       3.2
           275  1618    8 24    69 103     3725     3877     -152.      87.2      -1.7
           275  1618    9 25    69 102     4397     4228      169.      92.9       1.8
           275  1618   10 26    69 101     4409     5748    -1339.     100.8     -13.3
           275  1618   11 27    69 100     4948     6217    -1269.     105.7     -12.0
           275  1618   12 28    69  99     5383     5208      175.     102.9       1.7
           275  1618   13 29    69  98     5747     5491      256.     106.0       2.4
           275  1618   14 30    69  97     5979     7073    -1094.     114.2      -9.6
           275  1618   15 31    69  96     6176     6116       60.     110.9       0.5
 
 >>Cream   276  1704    0 16    68  95     7215      791     6424.      89.5      71.8
           276  1704    1 17    68  94     8545     7633      912.     127.2       7.2
           276  1704    2 18    68  93     8920     7206     1714.     127.0      13.5
           276  1704    3 19    68  92    13542     8696     4846.     149.1      32.5
           276  1704    4 20    68  91    10162    10567     -405.     144.0      -2.8
           276  1704    5 21    68  90    12860    11065     1795.     154.7      11.6
           276  1704    6 22    68  89    12745    11541     1204.     155.8       7.7
           276  1704    7 23    68  88    13604    13155      449.     163.6       2.7
           276  1704    8 24    69  95     7580     6467     1113.     118.5       9.4
           276  1704    9 25    69  94     7870     7864        6.     125.4       0.0
           276  1704   10 26    69  93     8561     8684     -123.     131.3      -0.9
           276  1704   11 27    69  92     9067     9600     -533.     136.6      -3.9
           276  1704   12 28    69  91    10330    10551     -221.     144.5      -1.5
           276  1704   13 29    69  90    11317    10668      649.     148.3       4.4
           276  1704   14 30    69  89    12293    11756      537.     155.1       3.5
           276  1704   15 31    69  88    12629    12384      245.     158.2       1.5
 
 >>Cream   277  1708    0 16    68  87    15215    14028     1187.     171.0       6.9
           277  1708    1 17    68  86    16617    15451     1166.     179.1       6.5
           277  1708    2 18    68  85    18932    17506     1426.     190.9       7.5
           277  1708    3 19    68  84    22772  1050950 -1028178.    1036.2    -992.3
           277  1708    4 20    68  83    22985    22840      145.     214.1       0.7
           277  1708    5 21    68  82    42219    27066    15153.     263.2      57.6
           277  1708    6 22    68  81    30697    29016     1681.     244.4       6.9
           277  1708    7 23    68  80    35909    32475     3434.     261.5      13.1
           277  1708    8 24    69  87    16961    14097     2864.     176.2      16.3
           277  1708    9 25    69  86    16879    16628      251.     183.0       1.4
           277  1708   10 26    69  85    17804    16854      950.     186.2       5.1
           277  1708   11 27    69  84    20950    19745     1205.     201.7       6.0
           277  1708   12 28    69  83    23386    21974     1412.     213.0       6.6
           277  1708   13 29    69  82    26539    23613     2926.     223.9      13.1
           277  1708   14 30    69  81    36558    27768     8790.     253.6      34.7
           277  1708   15 31    69  80    33348    30078     3270.     251.8      13.0
 
 >>Cream   278  1714    0 16    68  79    38045    35236     2809.     270.7      10.4
           278  1714    1 17    68  78    44341    49813    -5472.     306.8     -17.8
           278  1714    2 18    68  77    52956    50063     2893.     321.0       9.0
           278  1714    3 19    68  76    65058    55523     9535.     347.2      27.5
           278  1714    4 20    68  75    73934    67219     6715.     375.7      17.9
           278  1714    5 21    68  74    89883    75753    14130.     407.0      34.7
           278  1714    6 22    68  73    95482    85501     9981.     425.4      23.5
           278  1714    7 23    68  72    96665    97422     -757.     440.6      -1.7
           278  1714    8 24    69  79    40088    37965     2123.     279.4       7.6
           278  1714    9 25    69  78    45280    40782     4498.     293.4      15.3
           278  1714   10 26    69  77    54905    46431     8474.     318.3      26.6
